idx,domain,type,target_numcount,question,target_answer,r1_ox,r1_numcov_pct,r1_has_cite_marker,r1_has_support_word,r1_abstain,r1_answer_len,r1_answer_numcount,r2_ox,r2_numcov_pct,r2_has_cite_marker,r2_has_support_word,r2_abstain,r2_answer_len,r2_answer_numcount,r3_ox,r3_numcov_pct,r3_has_cite_marker,r3_has_support_word,r3_abstain,r3_answer_len,r3_answer_numcount,r4_ox,r4_numcov_pct,r4_has_cite_marker,r4_has_support_word,r4_abstain,r4_answer_len,r4_answer_numcount
151,manufacturing,paragraph,2,ベビーフードにガラス容器を使う場合、どのようなことに配慮する必要がありますか？品質規格に沿って回答してください。,"使用する材質は、日本ガラスびん協会の「ガラスびんの品質規格」に定められている基準に適合しなければなりません。
衛生基準としては、「食品衛生法：食品、添加物等の規格基準、第3器具及び容器包装、D器具若しくは容器包装又はこれらの原材料の材質別規格、1 ガラス製、陶磁器製又はホウロウ引きの器具又は容器包装」の項を適用してください。",X,0.0,0,0,1,93,0,X,100.0,0,0,0,656,15,X,0.0,0,0,0,79,0,X,100.0,0,0,0,381,7
152,manufacturing,image,5,ベビーフードの自主規格において、特定の原材料の配合割合を示す文字の大きさのルールを教えてください。,"特定原材料の配合割合を示す文字の大きさとして、次のように定められています。以下は、画像に記載されている内容です。
商品名の文字の大きさが18ポイント未満の場合、併記文字の大きさは8ポイント以上、商品名の文字の大きさが18ポイント以上42ポイント未満の場合、併記文字の大きさは10ポイント以上、商品名の文字の大きさが42ポイント以上の場合、併記文字の大きさは12ポイント以上である必要があります。",X,0.0,0,0,0,108,1,X,0.0,0,0,0,184,2,X,0.0,0,0,1,76,0,X,0.0,0,0,1,159,3
153,manufacturing,paragraph,4,欧州のCatena-Xとは何か。Catena-Xはどのようにして産業規模でサステナビリティや競争力強化を図っているのか、また日本のウラノス・エコシステムと比較した場合の違いや課題は何か？,欧州の自動車サプライチェーンの取り組み、Catena-Xは、個別企業や業界を超えて産業全体でCO2排出量などのデータを共有することによって、サステナビリティや競争力の強化を図っています。この方法により、産業全体での環境負荷低減と効率化が可能になります。一方、日本のウラノス・エコシステムも同様の目的で取り組みを始めていますが、産業データ連携への参加意向がまだ低いという課題があります。具体的には、アンケート調査によると、参加したいと答えたのは3.7%に留まり、45.3%が参加するかどうか検討中、20.9%が参加の必要はないと回答しています。このような現状から、日本ではデータ共有の重要性やメリットについての啓蒙活動やインセンティブの提供が必要とされるでしょう。,O,25.0,0,0,0,1279,7,O,25.0,0,0,0,1819,12,X,100.0,0,0,0,1035,17,O,100.0,0,0,0,849,14
154,manufacturing,image,7,製造業におけるDXの領域別の取り組みについて、「個別工程のカイゼン」「製造機能の全体最適」「事業機会の拡大」の3つの領域に関する取り組みはどの程度進んでいるといえるか。調査結果の数値をもとに示してください。,製造業におけるDXの領域別の取り組みについて、「個別工程のカイゼン」について、実施し十分な成果が出ていると回答した企業は5.8%、実施しているが成果が限定的と回答した企業は38.3%です。同様に、「製造機能の全体最適」を実施し十分な成果が出ていると回答した企業は4.7%、実施しているが成果が限定的と回答した企業は21.8%、「事業機会の拡大」を実施し十分な成果が出ていると回答した企業は2.9%、実施しているが成果が限定的と回答した企業は16.2%でした。最も取り組んでいる割合の多い「個別工程のカイゼン」でも、実施した企業は50%未満であり、まだDXの取り組みはこれからという状況です。,X,0.0,0,0,0,109,0,O,85.7,0,0,0,593,19,X,0.0,0,0,0,349,4,O,85.7,0,0,0,798,26
155,manufacturing,image,0,経済安全保障の特定重要物資のうち、改正により追加された具体的な対象物資を列挙し、これらが日本の産業や経済に与える影響を詳述してください。,「経済施策を一体的に講ずることによる安全保障の確保の推進に関する法律施行令」の改正により、重要鉱物にウランが追加され、先端電子部品（コンデンサー及びろ波器）が新たに追加されました。,O,,0,0,0,1630,6,O,,0,0,0,1195,2,X,,0,0,1,423,2,O,,0,0,1,422,2
156,manufacturing,table,5,製造業における就業者数の増加と中小企業における人手不足感の相関性について考察してください。,"製造業全体の就業者数は2022年には1,044万人、2023年には1,055万人と増加していますが、中小企業における産業別従業員数過不足DIはマイナス20.4となり、人手不足感が強まっています。この相関性から、製造業全体では就業者数が増加しているものの、中小企業では依然として人手不足が深刻化していると言えます。大企業と中小企業との間で労働力の需給バランスに差があることが示唆されます。",O,100.0,0,0,0,1224,37,O,100.0,0,0,0,974,23,O,100.0,0,0,1,734,19,O,100.0,0,0,0,849,29
157,manufacturing,table,3,製造業は能力開発、人材育成について、どのような問題点を抱えているか。事業者が問題点として挙げた上位3つの項目について、具体的な調査データの数値を教えてください。,調査結果によると、製造業における能力開発や人材育成に関する問題点として最も多かったのは「指導する人材が不足している」という回答で、61.8%を占めました。次いで「人材育成を行う時間がない」との回答が46.1%、「人材を育成しても辞めてしまう」との回答が45.9%となっています。,O,100.0,0,0,0,299,8,O,100.0,0,0,0,305,8,O,100.0,0,0,0,273,12,O,100.0,0,0,0,252,12
158,manufacturing,paragraph,5,従業員の育成・能力開発を行っている製造業のうち、経営面または人事面の効果を感じている企業はどれくらいか。また、どのような効果が上がっているか。,"従業員の育成・能力開発を行うことで経営面の効果を実感している企業の割合は、効果を感じている：15.4%、やや効果を感じている：50.6%であり、6割以上が経営面での効果を実感している。また、人事面で効果を実感している企業の割合は、効果を感じている：11.7%、やや効果を感じている：49.4%であり、人事面での効果を実感している企業も半数以上となった。
経営面で実感している効果として最も高かったのが『技術水準や品質の向上』であり、人事面で実感している効果は『従業員の能力・スキルの底上げ』を挙げる企業が大半となっている。",O,60.0,0,0,0,677,18,O,40.0,0,1,0,566,14,O,100.0,0,0,0,572,16,O,20.0,0,0,0,472,14
159,manufacturing,image,1,2023年の300人以下企業のDX推進状況は何％ですか？,83.4％です。,X,0.0,0,0,0,70,3,X,0.0,0,0,0,53,3,O,100.0,0,0,1,352,11,O,100.0,0,1,0,252,13
160,manufacturing,table,5,2024年1月1日基準で日本の重要無形文化財を伝承する個人及び団体の数はそれぞれどれくらいか。,2024年1月1日現在、重要無形文化財を伝承する船艇保存技術の保持者は62人、保存団体の数は45（38）団体です。※保存団体には重複認定があるため、( ）内は実団体数を示しています。,O,100.0,0,0,0,175,9,O,100.0,0,0,0,188,9,O,100.0,0,0,0,172,11,O,100.0,0,0,0,147,6
161,manufacturing,paragraph,6,Society 5.0の実現に向けた最先端の研究施設とは、具体的にどのようなものが挙げられますか？代表的な施設を5つ答え、その施設の用途も簡単に説明してください。,"Society 5.0の実現に向けて、人工知能技術、マテリアル、光・量子技術、環境・エネルギーなどの未来社会の鍵となる先端的研究開発を推進しています。具体的には次に挙げる施設が該当します。
【大型放射光施設（SPring-8）/X線自由電子レーザー施設（SACLA）の整備・共用】
➢ 「放射光」及び「X線自由電子レーザー」を用いて、物質の原子・分子レベルの構造や機能・動態を解析可能な世界最高性能の研究基盤施設。
【SPring-8の高度化（SPring-8-Ⅱ）に関する取組】
➢ 産業・社会の大きな転機を見据え、現行の約100倍となる最高輝度をもつ世界最高峰の放射光施設の整備のため、
SPring-8の高度化（SPring-8‐Ⅱ）の実現を目指す。
【スーパーコンピュータ「富岳」の整備・共用】
➢ 世界最高水準の計算性能と汎用性のあるスーパーコンピュータ「富岳」を用いて、ものづくり・創薬・エネルギーなど
幅広い分野で研究開発が進められている。
【大強度陽子加速器施設（JｰPARC）の整備・共用】
➢ 陽子加速器から生成される多彩な2次粒子（中性子、ミュオン、ニュートリノなど）を用いて、
革新的材料、新薬の開発につながる構造解析・先端研究などが進められている。
【官民地域パートナーシップによる3GeV高輝度放射光施設（NanoTerasu）の推進】
➢ 高輝度な「軟Ｘ線」領域の放射光を用いて、物質表面における元素や分子の様々な動きを分析することができる
世界最高水準の放射光施設。
➢ 2024年度の運用開始を目指して、官民地域パートナーシップにより整備が進められている。
",O,66.7,0,0,0,523,6,O,50.0,0,0,0,526,5,O,83.3,0,0,0,603,13,O,83.3,0,0,0,611,13
162,manufacturing,image,0,JASの認証を取得するための手順の中で、実地検査に不合格となった場合、その後の具体的な流れについて説明してください。,実地検査に不合格となった場合は、是正措置が必要です。是正措置後、再度実地検査が行われます。再度の実地検査に合格すると、認証書が交付されます。,O,,0,0,0,689,6,O,,0,0,0,468,5,O,,0,0,0,456,8,O,,0,0,0,390,6
163,manufacturing,paragraph,0,JAS認証における生産行程管理責任者、生産行程管理責任者、小分け責任者、受入保管責任者、格付(表示)担当者のそれぞれの役割について説明してください。,生産行程管理責任者は、生産行程の管理・把握に関する計画の立案・推進や、生産行程に生じた異常に関する処置・指導を行います。小分け責任者は、小分けに関する計画の立案・推進や、工程に生じた異常等に関する処置・指導を行います。受入保管責任者は、輸入品の受入れ、保管・包装に関する計画の立案・推進や、工程に生じた異常に関する処置・指導を行います。格付(表示)担当者は、格付(表示)に関する業務を行います。いずれの職務においても異常が発生した場合には、それを適切に認識し、原因を特定した上で迅速に適切な対策を講じ、必要に応じて改善策を実施し再発を防止することが求められます。,O,,0,0,0,331,4,O,,0,0,0,1056,4,O,,0,0,0,277,0,O,,0,0,0,324,1
164,manufacturing,paragraph,0,JAS認証取得のための実地検査において、申請企業にはどのような対応が求められますか？実地検査が通らなかった場合に、申請企業が取るべき対応についても説明してください。,実地検査で改善指摘事項が提示された場合、事業者はその是正を期限までに完了させなければなりません。通常、是正の状況は検査員に報告され、その検査員が是正内容を報告書に盛り込み、登録認証機関に提出します。その後、登録認証機関は書類審査および実地検査の結果をもとに判定を行い、是正内容も考慮されます。ただし、書類審査や実地検査を行った検査員はその判定には加わりません。,O,,0,0,0,1032,6,O,,0,0,0,1124,7,O,,0,0,0,686,7,O,,0,0,0,644,5
165,manufacturing,image,5,JAS認証の醤油の製造方式および規格値に基づいて、うすくちしょうゆの特級品質と標準品質では、色度や全窒素分にどのような違いがありますか？,うすくちしょうゆの特級は色度上限が22番以上ですが、標準は18番未満です。全窒素分については、特級が1.15／100mL以上であることに対し、標準は0.95／100mL以上という違いがあります。,O,100.0,0,0,0,291,11,O,100.0,0,0,0,272,9,O,100.0,0,0,0,271,6,X,100.0,0,0,1,251,5
166,manufacturing,image,4,ノウフク規格におけるノウフク生鮮食品において、認証事業者に求められる基準について詳しく教えてください。,"ノウフク規格の認証事業者に求められる基準は次のとおりです。

①活動計画の作成
        1.        農業及び地域に対する活動
        2.        障害者の賃金向上の活動 等

②障害者が作業しやすい環境の創出
        1.        わかりやすい手順書
        2.        差別排除
        3.        事故防止
        4.        バリアフリー 等

③管理
	1.	作業記録作成
	2.	内部監査
	3.	マネージメントレビュー 等",X,100.0,0,1,0,949,15,X,100.0,0,1,0,935,6,X,50.0,0,0,1,752,5,X,75.0,0,0,1,874,3
167,manufacturing,paragraph,0,みそのJAS規格で限定されているこうじ菌は何ですか？,「Aspergillus oryzae」に限定されています。,O,,0,0,0,48,0,O,,0,0,0,48,0,O,,0,0,0,44,0,O,,0,0,0,44,0
168,manufacturing,table,1,有機農産物の生産において、農地の生産力を最大限に発揮しつつ環境への負荷を低減するために採用される栽培管理方法にはどのような特徴がありますか？また、有機農産物の生産に関する原則と方法に基づいて実際に取りうる具体的な手段についても説明してください。,有機農産物の生産において、農地の生産力を最大限に発揮しつつ環境への負荷を低減するためには、農業の自然循環機能の維持増進を図るため、化学的に合成された肥料及び農薬の使用を避け、土壌の性質に基づいた管理を行うとともに、農業生産に由来する環境への負荷をできる限り低減した栽培管理方法を採用した農場において生産することが重要です。具体的には、堆肥等を用いた土作りが奨励されており、播種・植付け前2年以上及び栽培中に化学的肥料や農薬を使用しないこと、遺伝子組換え種苗の不使用が求められます。,O,100.0,0,0,0,1174,7,O,100.0,0,0,0,1058,9,O,100.0,0,0,0,591,10,O,100.0,0,0,0,458,4
169,manufacturing,paragraph,0,JAS新規格において、ヴィーガンに適した加工食品とベジタリアンに適した加工食品の主な違いを説明してください。,ヴィーガンに適した加工食品は動物由来のすべての食品（原材料又は食材）及び添加物を使用しないことが求められています。一方、ベジタリアンに適した加工食品は乳製品や卵などの動物由来の一部の原材料を許可しています。,O,,0,0,0,540,0,O,,0,0,0,666,0,O,,0,0,0,512,2,O,,0,0,0,591,2
170,manufacturing,paragraph,3,遠隔操作に不向きな機器の分類基準について、設置位置や周辺への影響を含めた具体的なリスク要因を3つ説明し、それに基づき遠隔操作が不向きとされる理由を示してください。,遠隔操作に不向きな機器の分類基準は次のようなリスク要因に基づいています。1.『操作する者が自ら手を触れ機器を動作させることで、その機器の機能、役割を果たす』ことがあるため、遠隔操作すると機器の誤動作リスクが増加します。2.『機器の表面に触れると火傷する、可動部に触れると傷害を受けるなど、可動時に危険な部分が露出する』機器は遠隔操作によって事故を引き起こす可能性が高いです。3.『遠隔操作することで危険のリスクが著しく増す』ため、特に設置される位置や使用用途、または周辺環境に合わせてその影響が拡大します。これらのリスク要因により、周囲の人や機器を含めた周辺環境への危険性が著しく増すため、基本的に遠隔操作に不向きとされます。,O,100.0,0,0,0,1001,3,O,100.0,0,0,0,976,4,O,100.0,0,0,0,520,5,O,100.0,0,0,0,364,5
171,manufacturing,paragraph,0,通常機能の他に、IoT機器の近くにいる人や周辺への危害を回避するために推奨される予防安全機能の具体例を教えてください。,異常状態になる前に働く機能として、子供等が製品を操作できないようにするためのチャイルドロック、消し忘れ防止機能、ソフトウェア（機能安全評価なし）による停止、人体検知センサー等が挙げられます。,O,,0,0,0,605,0,O,,0,0,0,442,0,O,,0,0,0,539,0,O,,0,0,0,726,0
172,manufacturing,table,2,石けんやシャンプーなどの直ちに洗い流す化粧品におけるチラムの上限値は何gですか？,100g中0.5gです。,O,50.0,0,0,0,66,1,O,50.0,0,0,0,66,1,O,100.0,0,0,0,72,3,O,100.0,0,0,0,76,3
173,manufacturing,table,1,粘膜に使用されることがない化粧品において、ユビデカレノンの最大配合量は何グラムですか？,0.03gです。,O,100.0,0,0,0,31,1,O,100.0,0,0,0,29,1,O,100.0,0,0,0,146,3,O,100.0,0,0,0,165,4
174,manufacturing,table,4,化粧品へサリチル酸塩類を配合する場合、最大配合量は何グラムですか？,化粧品にサリチル酸塩類を配合する場合、100g中の最大配合量は合計量として1.0gです（別表第3「すべての化粧品に配合の制限がある成分」より）。なお「サリチル酸」単体は0.20gで、塩類とは別の基準です。,O,25.0,0,0,0,39,1,O,25.0,0,0,0,39,1,O,75.0,0,0,0,56,3,O,75.0,0,0,0,82,3
175,manufacturing,image,4,規模の大きい小売業者が取引先のメーカー企業に自社ブランドの製品の製造委託を行う場合、下請法の対象となる企業間取引の条件を教えてください。また、大規模小売業者の例も教えてください。,"親事業者となる小売業者の資本金3億円を超える場合は委託先の製造業の資本金が3億円以下、または、小売業者の資本金1千万円以上3億円以下の場合は委託先の製造業の資本金が1千万円以下の場合に、下請法の取引規制の対象となります。
「下請代金支払遅延等防止法に関する運用基準」（平成15年公正取引委員会事務総長通達第18号）では、製造委託の類型の中で、「大規模小売業者（百貨店、スーパー、ホームセンター、専門量販店、ドラッグストア、コンビニエンスストア本部、通信販売業者等）が、自社のプライベート・ブランド商品（ＰＢ商品）の製造を食品加工業者等に委託すること」が例として挙げられています。",X,50.0,0,0,0,876,11,O,50.0,0,1,0,1792,25,X,50.0,0,0,0,405,7,X,25.0,0,0,0,392,3
176,manufacturing,paragraph,0,下請法第4条第1項第5号の「買いたたき」に該当する可能性があるのはどのような場合ですか？,委託事業者が大量生産を前提とした見積時の予定単価に基づき、実際には見積時よりも少ない数量の場合でも、その単価で下請代金の額を一方的に決定する場合です。,O,,0,0,0,983,6,O,,0,1,0,1020,6,O,,0,0,0,1787,13,O,,0,0,0,1947,3
177,manufacturing,paragraph,0,小売業者が取引商品の販売業務に係る応援要請を行う際、どのような条件を事前に協議する必要がありますか？,日当や宿泊費、交通費、弁当など派遣に必要な費用の支払や、曜日の選択などについて製造業者と十分協議する必要があります。,O,,0,0,0,416,4,O,,0,0,0,263,2,O,,0,0,0,176,1,O,,0,0,0,243,0
178,manufacturing,image,0,卸売業者が下請法上の親事業者または下請事業者に該当する場合と、該当しない場合があります。卸売業者が製造業者に対してどのような取引を実施する場合に、下請法上の親事業者として見なされるか説明してください。,卸売業者が小売業者と製造業者間の委託条件等の決定に関与する場合、下請法上では、卸売業者は小売業者に対する下請事業者、および、製造業者に対する親事業者として扱われます。卸売業者が取引条件に関与せず、小売業者と製造業者の間の事務手続きの代行のみを行う場合は該当しません。,O,,0,0,0,559,4,O,,0,0,0,639,6,O,,0,0,0,245,1,O,,0,0,0,278,2
179,manufacturing,paragraph,4,「下請代金の支払遅延」の禁止事項について説明してください。,親事業者が発注した物品等の受領日から60日以内で定められた支払期日までに下請代金を支払わないことが禁止されています。検査や検収に日数がかかる場合でも、納品後60日以内に支払わなければ支払遅延となります（第4条第1項第2号）。,O,100.0,0,0,0,695,14,O,100.0,0,0,0,657,14,O,100.0,0,0,0,967,16,O,100.0,0,0,0,954,13
180,public,image,0,保健センターと保健所の違いを教えてください。,保健所は、地域保健法に基づき都道府県、政令指定都市、中核市などが設置する公的機関で、地域住民の健康を支える広域的・専門的・技術的拠点です。難病や精神保健に関する相談、結核・感染症対策、薬事・食品衛生・環境衛生に関する監視指導など専門性の高い業務を行い、地域の医療機関や市町村保健センター等の活動を調整する役割を担います。職員は保健師、医師、薬剤師、獣医師、栄養士、精神保健福祉士など多職種で構成されます。一方、保健センターは市町村が設置し、母子手帳の交付、乳幼児健診、予防接種、健康診査、がん検診など、住民に身近で利用頻度の高い健康づくりに関するサービスを中心に提供する施設です。,O,,0,0,0,600,2,O,,0,0,0,627,2,O,,0,0,0,455,1,O,,0,0,0,414,1
181,public,paragraph,0,2020年の新型コロナウイルス流行時、感染者が発生した際に保健所は他の機関と連携してどのような対応を行なっていましたか？,保健所は主に疫学調査を担当し、感染経路を特定し、接触者を追跡します。その結果、保健所は感染者を隔離し、同時に施設側はその状況を関連機関や医療スタッフに通知し、利用者とその家族にも状況を伝えます。感染者の隔離は保健所の指示に従って行われ、その後、入院が必要な場合はbo施設と協力して入院病院と移送手順を決定します。,O,,0,0,0,660,1,O,,0,0,0,838,1,O,,0,0,0,735,11,O,,0,0,0,789,9
182,public,image,0,デジタル手続法に基づいて、行政のデジタル化を推進するために必要となる基本原則と施策について、具体的な例を挙げて説明してください。,デジタル手続法に基づく基本原則は、情報通信技術の活用による行政手続の利便性向上と行政運営の効率化です。具体例として、行政手続のオンライン化を原則とし、添付書類の撤廃やデジタル・デバイドの是正を図っています。また、民間手続における情報通信技術の活用も促進しています。,O,,0,0,0,1107,11,O,,0,1,0,1283,3,O,,0,0,0,1713,26,O,,0,0,0,1455,16
183,public,paragraph,5,自治体がオンライン化を進める際にBPR(業務プロセス再構築)と併せて取り組む重要性を説明し、具体的な施策例を3つ挙げてください。また、法令やガイドラインに基づいた具体的な措置についても言及してください。,"オンライン化を進める際にBPR(業務プロセス再構築)と併せて取り組むことが重要な理由は、単に既存の手続きをデジタルに置き換えるだけでは、根本的な効率化や利便性向上が達成されないためです。以下の3つの施策は具体的な例です。
1. 書面規制の見直し: 従来紙で行っていた申請や報告を、電子文書やシステムで処理可能にする。
2. 押印規制の撤廃: 書類に対する物理的な押印を不要とし、電子署名や認証システムで代替する。
3. 対面規制の見直し: 窓口での対面手続きをオンラインで完結できるようにし、必要な場合のビデオ会議システムの導入。
さらに、『デジタル社会の形成を図るための関係法律の整備に関する法律(令和3年法律第37号)』では48の法律を改正し、押印を求める各種手続きについてその押印を不要としました。そして、内閣府が発出した『地方公共団体における押印見直しマニュアル』に示された推進体制や作業手順を参考にすることも有効です。",O,80.0,0,0,0,1292,29,O,100.0,0,0,0,1735,19,O,100.0,0,0,0,1222,21,O,100.0,0,0,0,997,21
184,public,paragraph,0,地方自治体が「本人確認のオンライン化」「手数料納付のオンライン化」「添付書類の省略」を同時に推進するためには、どのように取り組む必要があるか。,地方自治体が「本人確認のオンライン化」「手数料納付のオンライン化」「添付書類の省略」を同時に推進するために直面する課題としては、システムの導入と運用に係るコスト、既存の業務フローの見直しによる一時的な作業負荷の増加、そしてセキュリティの確保が挙げられます。これに対する対策としては、国が定めたガイドラインに従い、システム全体のセキュリティを確保し、行政機関間の情報連携を強化することで効率化を図ることが必要です。また、インターネットバンキングなど既存のオンライン決済手段を活用し、住民がオンラインで簡単に手続きを完了できるようにすることが求められます。,O,,0,0,0,1213,15,O,,0,0,0,1278,17,O,,0,0,0,820,6,O,,0,0,0,666,7
185,public,image,0,住民基本台帳法の改正に伴い、マイナンバーカード所持者がマイナポータルからオンラインで転出届と転入予約を行う際に、転入地市区町村はどのような情報を基に事前準備を行うのか説明してください。,マイナンバーカード所持者がマイナポータルからオンラインで転出届と転入予約を行う際、転入地市区町村は通知された転出証明書情報（氏名、生年月日、続柄、個人番号、転出先、転出の予定年月日など）を基に事前準備を行います。この情報に基づいて市町村は、転出および転入手続の迅速な処理が可能となり、窓口での混雑が緩和されます。また、手続き当日に処理すべき事務負担が軽減され、市町村の事務効率が向上します。,O,,0,0,0,272,0,O,,0,0,0,209,0,O,,0,0,0,67,0,O,,0,0,0,101,0
186,public,table,0,方式Aといわれる方法で、申請データを申請管理システムに取り込み、既存住記システム等の改修を行い、さらに基幹システムと接続してエンドトゥエンドのオンライン接続を実現することを検討しています。補助金の対象になりますか？,補助金対象です。,O,,0,0,0,158,2,O,,0,0,0,169,2,O,,0,0,0,72,2,O,,0,0,0,125,2
187,public,image,2,マイナンバー利用事務系の申請管理システムについて、番号紐付情報はどのように連携する必要がありますか？,番号を紐づける方法は2つあります。1つは、API連携を行う方法です。「地方公共団体情報システム共通機能標準仕様書」に規定されたAPI連携を実装します。もう1つは、ファイル連携を行う方法です。過渡的な対応として、番号紐付け情報のファイル連携を行い、申請管理システムが番号紐付け情報を保持するようにします。,X,0.0,0,0,0,398,0,O,100.0,0,0,0,406,9,X,100.0,0,0,0,446,3,O,100.0,0,0,0,349,11
188,public,table,0,自治体のオンライン化の取り組みについて、関係規定等の検討や整備のステップではどのようなことを実施するか教えてください。,"関係規定等の検討や整備のステップでは、次の二つの作業を行います。
・三層の対策の見直しを踏まえ、情報セキュリティポリシーを適切に見直し、変更する。
・申請様式が規則等で定められている場合に、必要に応じて規則等の改正を実施する。 ",O,,0,0,0,311,4,O,,0,0,0,356,5,O,,0,0,0,143,3,O,,0,0,0,164,5
189,public,paragraph,1,マイナポータル申請管理とは、どのような仕組みか。その仕組みが作られた背景も含め、具体的に説明してください。,住民がマイナポータル（ぴったりサービス）を利用し、インターネット経由で行われた行政サービスに関する電子データを、地方公共団体が LGWAN を通じてダウンロードなどができるサービスを「マイナポータル申請管理」といいます。 令和３年度に、マイナポータルにおいて全自治体との接続環境が整備され、既存の省庁連携基盤を活用することで LGWAN経由でマイナポータルが全自治体と接続できるようになるため、全ての地方公共団体が LGWAN-ASP サービスを個別に調達することなくオンライン申請の受付が可能となったことを背景に、整備されました。,O,100.0,0,0,0,1289,9,O,100.0,0,0,0,1219,7,O,100.0,0,0,0,1095,6,O,100.0,0,0,0,1487,9
190,public,table,5,ふるさと納税に係る指定制度の適正な運用を確保するための申出書の提出プロセス、および必要な書類に関する詳細な条件とその内容とは何ですか。,ふるさと納税に係る指定制度の適正な運用を確保するためには、地方団体は総務大臣への申出書を提出し、それにふるさと納税の募集の適正な実施に関する事項を記載する必要があります。申出書には以下の書類を添付し、各様式の記載要領に従って記載しなければなりません。1. 指定対象期間に受領する寄附金の見込額及びその募集に要する費用の見込額（様式1-1）2. 前年度に受領した寄附金及びその募集に要した費用（様式1-2）3. 前指定対象期間に受領した寄附金及びその募集に要した費用（様式1-3）4. ふるさと納税の募集に要した費用についての改善方策等（様式1-4）5. 指定対象期間に提供する返礼品等の内容（様式2）,O,100.0,0,0,0,1215,82,O,100.0,0,0,0,1187,66,O,100.0,0,0,0,1766,38,O,100.0,0,0,0,1181,26
191,public,image,0,人気施設の特別入場チケットを返礼品として提供する場合、入場チケットの費用は、ふるさと納税に関するどのような費用で対応すれば良いですか？また、ふるさと納税の業務を行ったスタッフに支払われる人件費はどの費用に該当しますか？,施設の入場チケットを返礼品として提供した場合は、「返礼品等の調達に係る費用」となります。また、ふるさと納税に関する業務を行ったスタッフの人件費は、「事務に係る費用」に該当します。,O,,0,0,0,256,4,O,,0,0,0,263,4,O,,0,0,0,346,7,O,,0,0,0,157,2
192,public,table,5,令和5年10月1日から開始する指定対象期間において、ふるさと納税の募集費用の合計額が寄附金受領額の合計額の5割を超過した地方団体が指定の取消しとなる場合、その後の期間にどのような制約が課せられるか具体的に説明してください。,指定の取消しとなった地方団体は、取消しとなった日から2年を経過する日の属する月まで申出書の提出ができません。また、令和5年10月1日から開始する指定対象期間において寄附金受領額の合計額の5割を超過した場合、令和7年10月1日から開始する指定対象期間まで指定を受けることができません。,O,80.0,0,0,0,459,13,O,40.0,0,0,0,879,25,O,100.0,0,0,0,331,10,O,20.0,0,1,0,275,2
193,public,paragraph,2,地場産品基準における地域経済の活性化と関連して、返礼品が原産地外でも同様に提供されている場合、提供可能な返礼品として認められる具体的な条件は何ですか？さらに、これに関する具体的な改正点は何ですか？,返礼品が原産地外でも提供されている場合、その返礼品が提供可能と認められるためには、地域経済の活性化に寄与し、区域内で生産や付加価値創出がされたものである必要があります。具体的な改正点として、告示第5条第3号では、区域内での工程が製品の価値の過半が生じている場合に限り該当する旨の証明が必要とされています。さらに、地域との関連性が希薄なものは返礼品から除外されると明記されています。,O,100.0,0,0,0,1651,17,O,100.0,0,0,0,1654,34,O,0.0,0,0,0,365,5,O,50.0,0,0,0,367,6
194,public,paragraph,3,寄付に提供される輸送品の費用と搬送品の生産地基準について、地方税法に従って特定の寄付金（特例控除対象寄付金）として認められるための基準について説明してください。,地方税法第37条の2によると、特定の寄付金（特例控除対象寄付金）として認められるためには、複数の基準を満たさなければなりません。まず、出荷品の費用の基準は、寄付金額の30％を超えてはならず、これは総務大臣が定めた方法に従って算定されます。また、返礼品は当該都道府県等の区域内で生産または提供された物品またはサービスでなければならず、総務大臣が定める基準に適合しなければなりません。,X,33.3,0,1,0,1360,20,X,33.3,0,1,0,1374,20,O,33.3,0,0,0,1148,9,O,33.3,0,0,0,731,9
195,public,paragraph,0,地方団体が返礼品等として提供する食品について、産地名の適正な表示を確保するために講じるべき具体的な措置を説明してください。,地方団体が返礼品等として提供する食品の産地名の適正な表示を確保するためには、以下のような具体的な措置を講じる必要があります。まず、当該食品を取り扱う者との契約において、産地名を適正に表示する旨を規定し、地方団体が必要と認める場合には実地調査を行うことができる旨を明記することです。また、定期的に必要な調査を行い、適正な表示が行われていない疑いがある場合や基準に適合しないおそれがある場合には速やかに実地調査を行うことが求められます。,O,,0,0,0,700,5,O,,0,0,0,749,2,O,,0,0,0,541,6,O,,0,0,0,494,6
196,public,table,4,来日した外国人が旅行中に支払った1人あたりの支出の総額について、総支出が最も多かった国の上位3つを教えてください。また、それぞれの総支出金額も教えてください。,"1人当たり総支出が最も多かった国は、スペイン339,135円、英国 338,501円、オーストラリア 330,510円です。 ",X,25.0,0,0,0,262,11,X,25.0,0,1,0,245,10,X,25.0,0,0,0,541,30,X,25.0,0,0,0,129,8
197,public,table,1,2019年の訪日外国人旅行消費額は何億円でしたか？,"48,135億円です。",X,0.0,0,0,1,51,1,X,0.0,0,0,0,175,12,X,0.0,0,0,1,131,8,X,0.0,0,0,1,196,14
198,public,table,1,台湾から来た人の旅行消費額のうち、飲食費は何%を占めますか？,飲食費は、21.4%です。,O,100.0,0,0,0,83,4,O,100.0,0,0,0,83,4,O,100.0,0,0,0,219,11,O,100.0,0,0,0,138,10
