idx,domain,type,target_file_name,target_page_no,question,target_answer,answer,latency_sec,prompt_tokens,completion_tokens,total_tokens,error
258,retail,image,210928.pdf,4,セルフメディケーション推進におけるスイッチOTC薬とはどのような薬を指すのか、説明してください。,スイッチOTC医薬品とは、要指導医薬品及び一般用医薬品のうち、医療用から転用された医薬品（類似の医療用医薬品が引き続き同じ用法で保険給付の対象外のものを除く。）を指します。対象となる医薬品の薬効の例は、かぜ薬、胃腸薬、鼻炎用内服薬、水虫・たむし用薬、肩こり・腰痛・関節痛の貼付薬等です。,提供された文書の中には「スイッチOTC薬」に関する記載がありません。したがって、セルフメディケーション推進におけるスイッチOTC薬がどのような薬を指すかについては、文書からは判断できません。,3.8,5198,161,5359,
259,retail,image,210928.pdf,4,セルフメディケーション推進のためのスイッチOTC薬控除について、課税所得400万円の人がスイッチOTC対象の医薬品を1年で2万円購入した場合、課税所得控除はいくらになるか。また、減税効果について、所得税と個人住民税それぞれ提示してください。,"課税所得400万円の人がスイッチOTC対象の医薬品を1年で2万円購入した場合、8,000円が課税所得から控除されます。（対象医薬品の購入金額：20,000円－下限額：12,000円＝8,000円）減税額は、所得税：1,600円（控除額：8,000円 × 所得税率：20% ＝ 1,600円）、個人住民税は800円の減税効果（控除額：8,000円 × 個人住民税率：10% ＝ 800円）となります。
","**課税所得控除額（セルフメディケーション税制）**

| 項目 | 計算式 | 結果 |
|------|--------|------|
| 1 年間に購入したスイッチOTC薬の合計 | 20,000 円 | 20,000 円 |
| 上限（12,000 円）を超える部分 | 20,000 − 12,000 = **8,000 円** | 8,000 円 |
| 上限（88,000 円）を超える部分はない | 8,000 ≤ 88,000 | － |
| **課税所得控除額** | 上記超過分（8,000 円） | **8,000 円** |

> したがって、課税所得から控除される金額は **8,000 円** です。

---

### 減税効果（所得税・個人住民税）

セルフメディケーション税制は「**所得控除」**です。  
課税所得から 8,000 円 が差し引かれるため、実際に支払う税金はその所得控除額 × 税率 で減少します。

| 税 | 所得税率（例） | 減税額 |
|----|-----------------|--------|
| 所得税 | 10%（※実際の税率は所得階層により異なる） | 8,000 × 10% = **800 円** |
| 個人住民税 | 10%（※標準的な地方税率） | 8,000 × 10% = **800 円** |

> ※ 上記税率は例示です。実際の減税額はご自身の所得階層に応じた所得税率・住民税率を掛け合わせて算出してください。  

**まとめ**

- 課税所得控除額：8,000 円  
- 所得税の減税効果（10% 税率の場合）：800 円  
- 個人住民税の減税効果（10% 税率の場合）：800 円  

ご自身の正確な税率を確認した上で、減税額を再計算してください。",8.9,5606,1015,6621,
260,retail,paragraph,210928.pdf,12,レシートに記載されるセルフメディケーション税制対象商品に関する情報は、どのような方法で消費者にわかりやすく示されているのか、具体的な対応例を挙げて説明してください。,セルフメディケーション税制対象商品に関する情報は、レシートに特定のマークを商品名の前に付けることで示されます。このマークは各社で自由に設定され、例えば「印はセルフメディケーション税制対象商品」といった説明がレシートに記載されます。もう一つの方法は、対象商品のみの合計額を分けて記載することです。,"レシート（領収書）にセルフメディケーション税制対象商品である旨をわかりやすく示すために、以下のような具体的な対応例が文書中で挙げられています。

| 方式 | 内容の示し方 | 具体例 |
|------|--------------|--------|
| **ケース1：商品名の前にマークを付す** | 商品名の前に★（または各社が自由に設定したマーク）を付け、レシート上で「★印はセルフメディケーション税制対象商品」と明示 | 「★ アセトアミノフェン 500mg」<br>「★印はセルフメディケーション税制対象商品」 |
| **ケース2：対象商品の合計額を分けて記載** | 1 行目に「セルフメディケーション税制対象商品合計」と記載し、その金額を別途表示 | 「セルフメディケーション税制対象商品合計 12,000円」 |
| **ケース3：手書き領収書の場合** | ①商品名、②購入金額（税込）、③「セルフメディケーション税制対象商品である旨」、④販売店名、⑤購入日 をすべて手書きで記入 | 「商品名：アセトアミノフェン 500mg」<br>「購入金額：1,200円」<br>「セルフメディケーション税制対象商品である旨」<br>「販売店名：○○薬局」<br>「購入日：2024年7月10日」 |

**ポイント**

1. **マーク（★）を付ける方法**  
   - 商品名の前に★を付け、同じレシート内で「★印はセルフメディケーション税制対象商品」と明示することで、消費者が一目で対象かどうか判断できる。

2. **合計額を分けて記載する方法**  
   - 対象商品のみの合計額を別欄にまとめ、同じ欄内で「税制対象品目である旨」を明示する。これにより、購入金額の内訳が分かりやすくなる。

3. **手書き領収書の場合**  
   - ①～⑤の項目をすべて手書きで記入し、特に「セルフメディケーション税制対象商品である旨」を必ず明記する。手書きでも同様に情報が網羅されていることを確認できる。

これらの対応例は、レジシステムが自動で出力する場合と手書き領収書を発行する場合の両方に対応しており、消費者がセルフメディケーション税制対象商品かどうかを簡単に判断できるよう設計されています。",10.2,5232,1391,6623,
261,retail,paragraph,210928.pdf,14,手書き領収書は、セルフメディケーション税制対象商品1品目ごとに発行しなければなりませんか？,税制対象品目の領収書を、1品目単位で発行する必要はありません。領収書には、控除対象商品の商品名を記載し、当該商品がセルフメディケーション税制対象商品である旨を記載してください。,いいえ、手書き領収書は「1品目単位に発行いただく必要はありません。」と記載されています。,3.2,5021,102,5123,
262,retail,paragraph,210928.pdf,18,1年間の自己負担医療費が8万8千円未満の場合にセルフメディケーション税制を利用する際、対象商品を1万2千円以上購入したが、その一部が治療用途のOTCであった場合の最適な税控除の選択方法について詳しく教えてください。,セルフメディケーション税制の対象商品を年間1万2千円以上購入しており、かつ対象商品購入費用を除く1年間の自己負担医療費が8万8千円未満の場合、資料の判断表ではセルフメディケーション税制の選択が推奨されている。従来の医療費控除とセルフメディケーション税制は同時に利用できず、確定申告時にいずれか一方を選択する必要があり、治療用途のOTCを両制度に重複して計上することはできない。したがって最適な方法は、治療用途のOTCの購入費用もセルフメディケーション税制側の対象商品購入額に計上したうえで、下限額の低い(1万2千円)セルフメディケーション税制で控除を申請することである。,"**セルフメディケーション税制（SM税制）と医療費控除の選択基準**  
（※「1年間の自己負担医療費が 88 000円未満」かつ「SM税制対象商品を 12 000円以上購入した」ケース）

| 条件 | 推奨される税控除 | 理由 |
|------|-----------------|------|
| 1. **自己負担医療費（セルフメディケーション税制対象商品購入費用を除く） < 88 000円** | **SM税制** | 医療費控除の下限（10 000円）に達していないため、医療費控除は利用できません。 |
| 2. **セルフメディケーション税制対象商品を 12 000円以上購入した** | **SM税制** | SM税制の下限（12 000円）を超えているので、SM税制で控除が可能です。 |
| 3. **購入したセルフメディケーション税制対象商品の一部が「治療用途」のOTCである** | **医療費控除を選択する方が最適** | ①治療用途のOTCは医療費控除に含めることができ、②SM税制では「医療費との合算はできない」ため、治療用途のOTCを含めた医療費控除を選ぶ方が控除額が大きくなる可能性があります。 |

---

### 具体的な選択手順

1. **購入したOTCの用途を確認**  
   - レシートに「治療用途」と記載されているか、または購入時の説明で「症状緩和・治療目的」と明示されているかを確認します。  
   - もし「治療用途」のOTCが含まれている場合、その金額を医療費控除に計上します。

2. **セルフメディケーション税制対象商品（治療用途でないもの）の金額を算出**  
   - 例：総購入金額 15 000円 → 治療用途 OT​C 5 000円、非治療用途 10 000円  
   - 非治療用途部分が 12 000円未満なら SM税制は利用できません。  
   - 非治療用途部分が 12 000円以上なら SM税制で控除可能です。

3. **医療費控除の計算**  
   - 医療費控除対象額 = （治療用途 OTC 金額 + 1 年間の医療費（セルフメディケーション税制対象商品購入費用を除く））  
   - ただし、医療費控除の下限は 10 000円です。  
   - 上記例では治療用途 OTC 5 000円 + 医療費（セルフメディケーション税制対象商品購入費用を除く） 80 000円 = 85 000円 → 下限に達しているので控除可能。

4. **最終的な選択**  
   - **治療用途 OTC がある場合** → 医療費控除を選択し、非治療用途部分は SM税制で別途申告できません（SM税制と医療費控除は同一年に併用不可）。  
   - **治療用途 OTC がない場合** → SM税制を選択し、医療費控除は利用できません。

---

### まとめ

- **治療用途のOTCが含まれている場合**は、医療費控除にその金額を加えて申告する方が最適です。  
- **治療用途のOTCがない場合**は、セルフメディケーション税制対象商品を 12 000円以上購入しているなら SM税制で控除します。  
- **医療費控除と SM税制は同一年に併用できない**ため、どちらかを選択する必要があります。  

上記の手順で「1年間の自己負担医療費が 88 000円未満」かつ「セルフメディケーション税制対象商品を 12 000円以上購入した」ケースにおいて、最も有利な税控除を選択できます。",15.2,5903,2217,8120,
263,retail,paragraph,daikibopamph.pdf,3,大規模小売業者が特売商品等の買いたたきとなる行為と、不当な値引き行為について、それぞれどのようなものか説明してください。,特売商品等の買いたたきとして認められる行為には、市場価格よりも著しく低い価格で特売商品を購入するために納入業者に圧力をかけることが含まれます。これにより納入業者は利益を大幅に削減され、経済的な困難に陥る可能性があります。,"**1. 大規模小売業者が「特売商品等の買いたたき」となる行為**

| 何をするか | 具体的な内容 | 背景・根拠 |
|------------|--------------|-----------|
| **通常の納入価格に比べて著しく低い価格を設定して商品を納入させる** | ① 大規模小売業者がセール等を行うために購入する商品について、通常の納入価格よりも大幅に低い価格を設定し、納入業者にその価格で商品を供給させる。<br>② 例として、セール期間中に「通常価格の半額」や「数十％割引」を設定し、納入業者にその価格で納品させるケース。 | 「大規模小売業告示第４項」に該当する行為。<br>「特売商品等の買いたたき」とは、**大規模小売業者がセール等を行うために購入する商品について、通常の納入価格に比べて著しく低い価格を定めて納入させること**（文中の「特売商品等の買いたたき（告示第４項）」）です。 |

**2. 大規模小売業者が「不当な値引き」となる行為**

| 何をするか | 具体的な内容 | 背景・根拠 |
|------------|--------------|-----------|
| **納入業者から購入した商品を、後に価格を引き下げるよう強制する** | ① 商品購入後、納入業者に対して「当該商品の納入価格を引き下げる」よう一方的に要求し、従わせる。<br>② 例として、セール終了後も継続的に低価格での販売を求められ、納入業者がその要求に応じざるを得ないケース。 | 「大規模小売業告示第２項」に該当する行為。<br>「不当な値引き」とは、**大規模小売業者が納入業者から商品を購入した後に、当該商品の納入価格の値引きをさせること**（文中の「不当な値引き（告示第２項）」）です。 |

---

### まとめ

| 行為 | 定義（文中の表現） | 主な特徴 |
|------|--------------------|----------|
| **特売商品等の買いたたき** | 「大規模小売業者がセール等を行うために購入する商品について、通常の納入価格に比べて著しく低い価格を定めて納入させること」 | セール目的での大幅な価格低下。 |
| **不当な値引き** | 「大規模小売業者が納入業者から商品を購入した後に、当該商品の納入価格の値引きをさせること」 | 既に購入した商品を後から低価格で販売させる強制。 |

これらはいずれも「大規模小売業者の禁止行為」に該当し、独占禁止法や大規模小売業告示の規制対象となります。",21.7,18861,1577,20438,
264,retail,paragraph,daikibopamph.pdf,6,大規模小売業者がプライベート・ブランド商品の特別注文を納入業者に依頼した後、その商品の受領を拒否した場合、納入業者が通常生ずべき損失を負担しなければならない状況とそうでない状況について具体的に説明してください。,大規模小売業者がプライベート・ブランド商品の特別注文を依頼した後にその受領を拒否する場合、納入業者が通常生ずべき損失を負担しなくてよい(＝大規模小売業者が損失を負担せず受領拒否できる)のは、納入業者の責めに帰すべき事由がある場合、すなわち商品に瑕疵がある場合や注文した商品と異なる場合等である。また、あらかじめ納入業者の同意を得て、かつ受領拒否により納入業者に通常生ずべき損失を大規模小売業者が負担する場合も例外として許容される。逆に、事前に納入業者の同意を得ず、あるいは同意を得ても損失を大規模小売業者が負担しないまま受領を拒否する場合は、「特別注文品の受領拒否」として不公正な取引方法に該当し禁止される(例:納入業者がPB商品を製造・納入しようとしたところ、大規模小売業者が以前仕入れた同商品の売れ残りを理由に受領を拒否するケース)。なお「通常生ずべき損失」とは、注文品を既に製造済みならその製造に要した全費用、一部製造していれば原材料費・人件費等の製造費用、製造を開始していなくても原材料を購入済みならその購入費を指す。,"**1. 受領拒否が「納入業者の責めに帰すべき事由」ではない場合（＝通常生ずべき損失を負担しなければならない状況）**

| 具体的な状況 | 内容 |
|--------------|------|
| **納入業者に責任がない** | 受領拒否の理由が、納入業者側に起因しない事由（例：小売業者の販売計画変更、在庫過剰、予期せぬ需要減少など）である場合。 |
| **受領拒否により納入業者が損失を被る** | 受領拒否によって、納入業者が既に生産・調達費用を負担し、在庫として保管する必要があるため、売れ残りや廃棄に伴う損失を被る。 |
| **下請法第4条第1項第1号（「受領拒否」）に該当** | 受領拒否が不当であり、納入業者に通常生ずべき損失を負担させることが求められる。 |
| **大規模小売業者の禁止行為（告示第5項）に該当** | 「特別注文品の受領拒否」に対して、納入業者に損失負担を課すことが規制上許容される。 |

**2. 受領拒否が「納入業者の責めに帰すべき事由」あるいは「受領拒否が正当な理由」である場合（＝通常生ずべき損失を負担しない状況）**

| 具体的な状況 | 内容 |
|--------------|------|
| **納入業者に責任がある** | 受領拒否の理由が、納入業者側に起因する事由（例：品質不良、誤配送、規格違反など）である場合。 |
| **受領拒否が正当** | 受領拒否の根拠として、納入業者が契約上定めた品質・規格を満たしていない、または納入業者が提供した商品に重大な欠陥がある場合。 |
| **下請法第4条第1項第2号（「返品」）に該当** | 受領拒否が正当な理由であるため、納入業者は損失を負担しない。 |
| **大規模小売業者の禁止行為（告示第5項）に該当しない** | 受領拒否が納入業者の責任に帰すべき事由であるため、規制上「受領拒否」に該当せず、損失負担は不要。 |

**まとめ**

- **納入業者に責任がない（小売業者側の都合や計画変更など）** → 受領拒否により納入業者が通常生ずべき損失を負担する必要があります。  
- **納入業者に責任がある（品質不良・規格違反など）** → 受領拒否は正当であり、納入業者が通常生ずべき損失を負担する必要はありません。  

この区分は、下請法第4条（受領拒否・返品）と大規模小売業者の禁止行為（告示第5項）の両方を踏まえて判断されます。",21.5,16982,1710,18692,
265,retail,image,daikibopamph.pdf,7,大規模小売事業者の押し付け販売とみなされた具体例について、百貨店の事例はありますか？,大規模小売事業者の押し付け販売とみなされた百貨店の事例はあります。百貨店が「全従業員訪問販売」等の販売企画を実施する際に、納入業者に対して、当該販売企画の販売対象となる商品を購入させ、また、絵画の展示会で販売する絵画を購入させていた事案があります。この件は、平成21年3月5日排除措置命令が出されました。,提供された文書の中には、百貨店（デパート）に関して「押し付け販売等（告示第６項）」とみなされた具体例は記載されていません。したがって、現時点で「百貨店の事例はありますか？」というご質問に対しては、**文書内には該当する事例が存在しない**と回答いたします。,14.5,19240,246,19486,
266,retail,paragraph,daikibopamph.pdf,9,大規模小売事業者による「不当な経済上の利益の収受」に該当する本来納入業者が提供する必要のない金銭とは、具体的にどのような金銭を指すか。,「本来当該納入業者が提供する必要のない金銭」とは、具体的には、決算対策協賛金、納入業者の商品が含まれていない催事や広告のための協賛金、納入業者の商品が置かれている売場とは関係ない場所での売場の改装のための協賛金等を指します。,"**本来納入業者が提供する必要のない金銭とは、以下のようなものを指します。**

| 具体例 | 内容 |
|--------|------|
| **広告宣伝費の一部負担** | 大規模小売業者が「販売促進費として活用する」ことを理由に、納入業者に対して広告宣伝費の一部を負担させるケース。納入業者にとっては、商品供給以外の費用であり、通常は提供義務がない。 |
| **システム利用料（受発注等に関する費用）** | 小売業者側のシステム開発・運用に伴う費用を、納入業者から「研修費」「入力料」等として徴収するケース。これも納入業者にとっては、商品供給以外の経済的負担であり、本来提供する必要がない。 |
| **協賛金・リベート（販売目標に関係のないもの）** | 販売目標達成とは無関係な別名目で徴収される協賛金や、売上高の○％を無条件に徴収するリベート。納入業者が商品供給以外で負担すべき金銭ではない。 |

> **要点**  
> - これらは「納入業者が商品を供給するために必要な費用」ではなく、**販売促進やシステム運営などの付随的な経済活動に対する費用**です。  
> - 大規模小売業者が「合理的であると認められる範囲を超えて」金銭・役務等を提供させる行為は、**「不当な経済上の利益の収受」に該当します。**",22.1,19950,1229,21179,
267,retail,paragraph,daikibopamph.pdf,10,納入業者が要求（告示第1項から第8項）に応じなかった場合、大規模小売業者から「今月は発注量を減らします」と通知を受けたが、これはどのような条項に違反する可能性があるか？,納入業者が告示第1から第8項に応じなかった場合に、大規模小売業者が「今月は発注量を減らします」と通知をすることは、告示第9項の『その他不利益な取扱い』に該当する可能性があります。公正取引委員会がこれを不当と判断した場合、当該大規模小売業者に対する指導や制裁が行われることがあります。,"納入業者が告示第1項から第8項に該当する要求（不当な返品・値引き・委託販売取引・特売商品等の買いたたき・特別注文品の受領拒否・押し付け販売等・従業員等の不当使用等・不当な経済上の利益の収受等）に応じず、**大規模小売業者が「今月は発注量を減らします」と通知した**場合、これは「要求拒否の場合の不利益な取扱い」に該当します。  
したがって、**告示第9項（要求拒否の場合の不利益な取扱い）**に違反する可能性があります。",13.0,15750,535,16285,
268,retail,image,food_labeling_cms202_221202_01.pdf,7,食品表示法に基づく容器包装への表示について、品質事項と衛生事項で共通している項目は何か。具体的に教えてください。,品質事項と衛生事項で共通している項目は、名称、賞味・消費期限、保存方法、遺伝子組換え情報、製造者名等です。,提供された文書には、食品表示法に基づく「品質事項」と「衛生事項」で共通している項目についての具体的なリストや記載は含まれていません。したがって、品質事項と衛生事項で共通している項目を特定することはできません。,6.3,10693,231,10924,
269,retail,table,food_labeling_cms202_221202_01.pdf,17,ECサイトにおける期限情報の掲載について、出荷日から起算した掲載を考えています。この表示を適用できる食品の条件と、掲載例を教えてください。,"出荷時点で食品の期限残の期間が明確化されている場合に、出荷日から起算する期限の掲載が可能です。主に、期限が短い食品が対象となっています。表示例は次のとおりです。
- 出荷日より 14 日
- 出荷の時点から起算して 14 日前後
- 発送日より約 14 日
- 商品発送の時点で賞味期限まで残り 90 日以上の商品をお届け","**出荷日から起算した期限情報の掲載が適用できる食品の条件**

| 条件 | 内容 |
|------|------|
| **① 出荷時点で食品の期限残が明確化されていること** | 商品を出荷する時点で、賞味（消費）期限まで残り何日かが確定している。 |
| **② 期限が短い食品であること** | 消費者にとって期限情報の価値が高く、短期間で消費・賞味される食品。 |

> これらの条件を満たす場合に、**「出荷日から起算する掲載方法」**が適用できます。

---

**掲載例（出荷日から起算する場合）**

| 表示形式 | 具体的な掲載例 |
|----------|----------------|
| **出荷日から●日** | 「出荷日から20日」 |
| **出荷の時点から起算して●日前後** | 「出荷の時点から20日前後」 |
| **発送日より約●日** | 「発送日より約20日」 |
| **商品発送の時点で賞味期限まで残り●日以上の商品をお届け** | 「商品発送の時点で賞味期限まで残り20日以上の商品をお届け」 |

> これらの表記は、出荷時点で確認できる期限残をそのまま表示することで、消費者に対して「出荷時点での残り日数」を明示するものです。",10.2,12886,818,13704,
270,retail,paragraph,food_labeling_cms202_221202_01.pdf,18,ECサイトで発注から配送までの日数が前後する場合も考えられるが、期限について消費者に誤認させないために、期限残表示においてどのような配慮をするべきか。,消費者に誤認を与えない情報を伝えるという意味で、期限残の日数に「前後」や「約」といった言葉を入れる方法もあります。例えば、「お届け日を含め 10 日前後、到着日から約 7 日」といった表示です。このように記載することで、配達日程が多少前後したとしても、掲載内容に大きな齟齬が生じるリスクを低下させることができます。,"**期限残表示で「前後」や「約」を入れる配慮**

| 配慮項目 | 具体的な表現例 | 背景・理由 |
|----------|----------------|------------|
| **配送期間の不確定性を示す** | 「お届け日を含め10 日前後」<br>「到着日から約7 日」 | 発注→配送までにタイムラグが生じる可能性を消費者に事前に知らせ、誤認を防ぐ。 |
| **安全率・余裕日数の設定** | 「到着日を含め賞味期限残り48 日以上」<br>「出荷の時点で賞味期限まで残り90 日以上」 | 計算式（例：賞味期限180 日 → 48 日保証）で余裕を持たせ、実際の配送遅延に耐えられるようにする。 |
| **「前後」「約」の使用** | 「到着日＋8 日」よりも<br>「到着日から約8 日」 | 記号（＋）は消費者に意味がすぐに伝わらないため、言葉で「約」「前後」を入れることで理解しやすくする。 |
| **明確な保証日数の提示** | 「到着日を含め賞味期限残り48 日以上」<br>「出荷の時点で賞味期限まで残り90 日以上」 | 具体的な数値を示すことで、消費者が「どれくらい残っているか」を把握しやすくなる。 |
| **Q&A・サイト全体方針で補足** | Q&Aに「配送遅延時の保証日数」や<br>サイト全体方針に「当店では配送遅延を考慮し、最低保証日数を設定しています」 | 商品ページ以外の場所でも同じ情報を繰り返し提示することで、誤解が生じにくい。 |

**まとめ**

- **「前後」や「約」を入れる**ことで、配送遅延の可能性を消費者に明示し誤認を防ぐ。  
- **安全率・余裕日数**を計算式で設定し、実際の遅延に耐えられる保証日数を提示。  
- **記号より言葉で表現**し、消費者がすぐに意味を理解できるよう配慮。  
- **Q&Aやサイト全体方針**で同じ情報を補足し、消費者への一貫したメッセージを確保。",12.8,11847,1256,13103,
271,retail,paragraph,food_labeling_cms202_221202_01.pdf,36,商品リニューアル等で原材料が変わり、同じ製品でも容器や包装パッケージに記載される情報が変わるケースがあります。入出荷管理の事情で、最新の原材料情報をECサイトに即時反映できないことがありますが、ECサイトの食品情報表示にどのような注意書きを記載するべきでしょうか。注意文の具体的な文章例を教えてください。,容器包装上の表示と EC サイト上の食品表示情報を同じにすることが適切ですが、入荷・出荷管理等の事情によりEC サイト上の食品表示情報の変更できない場合に備え、実商品が消費者のお手元に配達された際に、必ず食品の容器包装上の表示を確認してもらうよう促す注意文を入れることを推奨します。例えば、「※食品表示情報の掲載内容につきましては、お手元に届きました商品の容器包装の表示を必ずご確認いただきますようお願いします。」といった表示が考えられます。,"以下のような注意文を EC サイトに掲載すると、原材料変更による表示差異があることを消費者へ明示しつつ、実際に届いた商品の容器・包装の表示を確認してもらうよう促すことができます。  

---

### ① 「注意文例」  
> **※食品表示情報の掲載内容につきましては、お手元に届きました商品の容器・包装の表示を必ずご確認いただきますようお願いします。**  

---

### ② 「事項欄に掲載する例」  
> **原材料名**  
> ※お手元に届いた食品の包装に表示されている情報を必ずご確認ください。  
> 小麦粉（国内製造）、大豆、食塩、砂糖、乳糖、食用油脂、チキンパウダー、香辛料、酵母エキス、でん粉、いちごパウダー／調味料（アミノ酸等）、乳化剤、香料、（一部に乳成分・小麦・大豆・鶏肉・豚肉を含む）  

---

### ③ 「注意文の書き方ポイント」  
1. **「※」や「＊」などで目立たせる** – 文字の大きさ・色を変えるとさらに注意喚起が強まります。  
2. **「必ずご確認ください」** という表現で、消費者に行動を促します。  
3. **「容器・包装の表示」と明記** し、EC サイト上の情報と実際の商品に差がある可能性を示します。  

---

これらの注意文例は、原材料変更に伴う表示差異が生じるケースで、EC サイト上の情報を即時に更新できない場合に有効です。必要に応じて、商品ごとやカテゴリごとにカスタマイズして掲載してください。",11.5,12475,1072,13547,
272,retail,image,food_labeling_cms202_221202_01.pdf,45,ECサイト上において、加工食品の食品表示情報として無くては困る、と利用者が回答した情報の上位3つを教えてください。また、それぞれ全体の何%を占めていますか？具体的な数値を示しながら回答してください。,"ECサイト上において、加工食品の食品表示情報としてなくては困る情報として利用者が多く回答した情報は、次のとおりです。
期限情報（賞味・消費期限など）：36.4%、名称：27.8%、内容量（重量・個数など）：26.1%","**加工食品に関して「無くては困る」と回答した情報の上位3つと、その占める割合**

| 順位 | 食品表示情報 | 全体に対する割合 |
|------|--------------|-------------------|
| 1位 | **期限情報**（賞味期限・消費期限等） | **36.4 %** |
| 2位 | **名称**（商品名） | **25 %以上** |
| 3位 | **内容量**（重量・容量等） | **25 %以上** |

- 1位の「期限情報」は全体回答者の36.4 %を占め、最も必要とされる項目です。  
- 2位・3位ともに「名称」と「内容量」が25 %を超える回答があり、同等の重要度で上位に位置しています。  
- 具体的な数値としては、名称と内容量の正確な割合は文中に「25％を超えている」とのみ記載されており、詳細数値は示されていません。",8.9,10758,655,11413,
273,retail,table,hakusho2021-01.pdf,2,2020年の全売上で、新鮮3部門、日配、惣菜の前年比成長率が全店と既存店でそれぞれどのように変わったかを比較してください。また、全店を合計した場合、それぞれの売上構成比はどのくらいですか？,2020年の全店で、新鮮3部門は108.9％、日配は107.3％、惣菜は101.2％の成長率を記録しました。既存店では、鮮魚3部門が107.5％、日配が105.8％、惣菜は100.0％の成長率を見せました。全店での売上構成比は、新鮮3部門が34.8％、日配が19.7％、惣菜が9.9％です。,"**前年比成長率（全店ベース）**

| カテゴリ | 2020 年の前年比 |
|----------|-----------------|
| 新鮮3部門 | 108.9 % |
| 日配      | 107.3 % |
| 惣菜      | 101.2 % |

**前年比成長率（既存店ベース）**

| カテゴリ | 2020 年の前年比 |
|----------|-----------------|
| 新鮮3部門 | *コンテキストに記載がありません* |
| 日配      | *コンテキストに記載がありません* |
| 惣菜      | 100.0 % |

> **比較**  
> - 新鮮3部門：全店ベースで 108.9 % の伸びが報告されている一方、既存店ベースの数値は文書中に示されていません。  
> - 日配：全店ベースで 107.3 % の伸びが報告されていますが、既存店ベースの数値は文書中に示されていません。  
> - 惣菜：全店ベースで 101.2 % の伸び、既存店ベースでは 100.0 % と報告されており、全店の方がわずかに高い伸び率です。

---

### 全店を合計した場合の売上構成比

文書中には「全店を合計した場合の各カテゴリの売上構成比（％）」という具体的な数値は示されていません。  
したがって、構成比を算出することはできません。  

> **結論**  
> - 全店ベースの前年比成長率は上記表の通りです。  
> - 既存店ベースの成長率は新鮮3部門と日配については記載がなく、惣菜のみ 100.0 % と報告されています。  
> - 売上構成比に関する情報は文書中に存在しないため、算出できません。",19.0,10396,1832,12228,
274,retail,image,hakusho2021-01.pdf,8,2020年1月の水産カテゴリでの相場の動きはどうでしたか？,1月は暖冬の影響で、牡蠣やタラなど鍋物用商材の動きが悪く、前年同月比で0.6％のマイナスでした。,2020年1月の水産カテゴリにおける相場は、前年同月比で **-0.6 %** の減少となっていました。,6.2,9171,124,9295,
275,retail,table,hakusho2021-01.pdf,6,2020年の生鮮品仕入れ原価DIの季節的な相場変動と気象条件が与えた影響について、DI数値も挙げながら説明してください。,生鮮品仕入れ原価DIは春頃から青果相場が高めに推移していましたが、梅雨時期の長雨でさらに上昇し、8月には18.8まで上昇しました。しかし、11月以降に秋の安定した天候を反映して相場が安値となり、マイナス2.0まで低下しました。,"**2020年の生鮮品仕入れ原価DI（相場変動）と気象条件の影響**

| 月 | 生鮮品仕入れ原価DI |
|----|-------------------|
| 1月 | -4.7 |
| 2月 | 2.9 |
| 3月 | 4.7 |
| 4月 | 9.7 |
| 5月 | 8.9 |
| 6月 | 8.7 |
| 7月 | 17.8 |
| 8月 | 18.8 |
| 9月 | 11.0 |
|10月 | 10.0 |
|11月 | -2.0 |
|12月 | 1.1 |

### ① 春（3〜5 月）の相場変動  
- **DI**：3月は4.7、4月は9.7、5月は8.9。  
- **気象条件**：春先の暖冬により、野菜や果物の需要が増加。  
- **影響**：暖冬で野菜の生産量が減少し、相場が上昇。DIは春にかけてプラスを記録。

### ② 夏（6〜8 月）の相場変動  
- **DI**：6月は8.7、7月は17.8、8月は18.8。  
- **気象条件**：梅雨時期の長雨と、7〜8 月の猛暑。  
- **影響**：梅雨で農作物が水害や病害に弱く、供給が減少。猛暑で需要も増加し、相場は大幅に上昇。DIが17〜18を記録したのはこの季節的な供給不足と需要増が主因。

### ③ 秋（9〜11 月）の相場変動  
- **DI**：9月は11.0、10月は10.0、11月は-2.0。  
- **気象条件**：9〜10 月は高温・乾燥、11 月は気温低下。  
- **影響**：9〜10 月は高温で需要が安定し相場はプラス。11 月に入ると気温低下で需要が減少し、相場はマイナスに転落。DIが-2.0となったのは、秋の低温と供給過剰が主因。

### ④ 冬（12 月）の相場変動  
- **DI**：12月は1.1。  
- **気象条件**：冬季の低温と暖冬傾向。  
- **影響**：低温で需要が減少し、相場はほぼ横ばい。DIはわずか1.1と小幅なプラスに留まった。

---

**まとめ**  
- **春**：暖冬で需要増、相場はプラス。  
- **夏**：梅雨と猛暑で供給不足・需要増、相場は大幅に上昇（DI 17〜18）。  
- **秋**：高温で需要安定→相場プラス、低温で需要減少→相場マイナス（DI -2.0）。  
- **冬**：低温で需要減少、相場はほぼ横ばい（DI 1.1）。  

これらの季節的相場変動は、気象条件（暖冬・梅雨・猛暑・低温）が生鮮品の供給量と需要に直接影響し、DI数値として表れています。",16.3,11059,1496,12555,
